JAN,商品番号,SYS,分類コード,メーカー,商品名,商品説明,定価,定価（税込）,ブランドコード,仕入先コード,仕切
8020838346943,YSSK0013.6,26078817,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING WHITE／RED［グローイング ホワイト／レッド］ヘルメット,【カラー】グローイング ホワイト／レッド<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346950,YSSK0013.7,26078818,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING WHITE／RED［グローイング ホワイト／レッド］ヘルメット,【カラー】グローイング ホワイト／レッド<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346967,YSSK0014.2,26078819,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING BLUE／ORANGE FLUO［グローイング ブルー／オレンジ フロー］ヘルメット,【カラー】グローイング ブルー／オレンジ フロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838346974,YSSK0014.3,26078820,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING BLUE／ORANGE FLUO［グローイング ブルー／オレンジ フロー］ヘルメット,【カラー】グローイング ブルー／オレンジ フロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838347001,YSSK0014.6,26078821,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING BLUE／ORANGE FLUO［グローイング ブルー／オレンジ フロー］ヘルメット,【カラー】グローイング ブルー／オレンジ フロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838347018,YSSK0014.7,26078822,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] GLOWING BLUE／ORANGE FLUO［グローイング ブルー／オレンジ フロー］ヘルメット,【カラー】グローイング ブルー／オレンジ フロー<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,50000,55000,2184,B23,32500
8020838357574,YSSK0015.2,26078823,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] JARVIS Signature Edition［ジャーヴィス シグニチャー エディション］ヘルメット,【カラー】ジャーヴィス シグニチャー エディション<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,53000,58300,2184,B23,34450
8020838357581,YSSK0015.3,26078824,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] JARVIS Signature Edition［ジャーヴィス シグニチャー エディション］ヘルメット,【カラー】ジャーヴィス シグニチャー エディション<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,53000,58300,2184,B23,34450
8020838357611,YSSK0015.6,26078825,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] JARVIS Signature Edition［ジャーヴィス シグニチャー エディション］ヘルメット,【カラー】ジャーヴィス シグニチャー エディション<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,53000,58300,2184,B23,34450
8020838357628,YSSK0015.7,26078826,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] JARVIS Signature Edition［ジャーヴィス シグニチャー エディション］ヘルメット,【カラー】ジャーヴィス シグニチャー エディション<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,53000,58300,2184,B23,34450
8020838329144,YSSK00W3.2,26078827,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] PLAIN WHITE［プレーン ホワイト］ヘルメット,【カラー】プレーン ホワイト<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,48000,52800,2184,B23,31200
8020838329182,YSSK00W3.6,26078828,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] PLAIN WHITE［プレーン ホワイト］ヘルメット,【カラー】プレーン ホワイト<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,48000,52800,2184,B23,31200
8020838329199,YSSK00W3.7,26078829,3006,KYT ケイワイティ,SKYHAWK [スカイホーク] PLAIN WHITE［プレーン ホワイト］ヘルメット,【カラー】プレーン ホワイト<br />【材質】ファイバー<br />【規格】ECE 22-06・MFJ公認<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06<br />・Commercial Name：KYT SKYHAWK<br />・Description：Protective offroad helmet<br />・Materials shell：tricarboco fiber-carbon-aramidic<br />・Polystyrene：polystyrene in two different sized (M and L)<br />・Peak：removable and adjustable peak without any tool<br />・Retention System：d-ring strap nylon 24 mm<br />・Approx. Weight：1100 ± 50<br />・Nr. shell：2<br />・Nr. polystyrene：2<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,48000,52800,2184,B23,31200
8020838336197,YASK0I02,26078830,3212,KYT ケイワイティ,SKYHAWK CROWN PADS,■内装センターパッド<br />,6000,6600,2184,B23,3900
8020838336241,YASK0I07,26078831,3212,KYT ケイワイティ,SKYHAWK CROWN PADS,■内装センターパッド<br />,6000,6600,2184,B23,3900
8020838336258,YASK0L02,26078832,3213,KYT ケイワイティ,SKYHAWK CHEEK PADS,■内装チークパッド<br />,5000,5500,2184,B23,3250
8020838336302,YASK0L07,26078833,3213,KYT ケイワイティ,SKYHAWK CHEEK PADS,■内装チークパッド<br />,5000,5500,2184,B23,3250
8020838369195,Y6KX0002.2,26078834,3002,KYT ケイワイティ,KX-1 RACE GP BASTIANINI REP.2023 ／E06-FIM［バスティアニーニ レプリカ］ヘルメット,【カラー】<br />バスティアニーニ レプリカ<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,120000,132000,2184,B23,78000
8020838369201,Y6KX0002.3,26078835,3002,KYT ケイワイティ,KX-1 RACE GP BASTIANINI REP.2023 ／E06-FIM［バスティアニーニ レプリカ］ヘルメット,【カラー】<br />バスティアニーニ レプリカ<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,120000,132000,2184,B23,78000
8020838369232,Y6KX0002.6,26078836,3002,KYT ケイワイティ,KX-1 RACE GP BASTIANINI REP.2023 ／E06-FIM［バスティアニーニ レプリカ］ヘルメット,【カラー】<br />バスティアニーニ レプリカ<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,120000,132000,2184,B23,78000
8020838369249,Y6KX0002.7,26078837,3002,KYT ケイワイティ,KX-1 RACE GP BASTIANINI REP.2023 ／E06-FIM［バスティアニーニ レプリカ］ヘルメット,【カラー】<br />バスティアニーニ レプリカ<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,120000,132000,2184,B23,78000
8020838363872,YAKX0I02,26078838,3212,KYT ケイワイティ,KX-1 RACE GP CROWN PADS,■内装センターパッド<br />,13000,14300,2184,B23,8450
8020838363926,YAKX0I07,26078839,3212,KYT ケイワイティ,KX-1 RACE GP CROWN PADS,■内装センターパッド<br />,13000,14300,2184,B23,8450
8020838363933,YAKX0L02,26078840,3213,KYT ケイワイティ,KX-1 RACE GP CHEEK PADS,■内装チークパッド<br />,11000,12100,2184,B23,7150
8020838363988,YAKX0L07,26078841,3213,KYT ケイワイティ,KX-1 RACE GP CHEEK PADS,■内装チークパッド<br />,11000,12100,2184,B23,7150
,Y6KX0001.2,26078842,3002,KYT ケイワイティ,KX-1 RACE GP CARBON GLOSSY ／E06-FIM［カーボングロス］ヘルメット,【カラー】<br />カーボングロス<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,120000,132000,2184,B23,78000
8990800028606,Y6KX0001.3,26078843,3002,KYT ケイワイティ,KX-1 RACE GP CARBON GLOSSY ／E06-FIM［カーボングロス］ヘルメット,【カラー】<br />カーボングロス<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,120000,132000,2184,B23,78000
8990800028637,Y6KX0001.6,26078844,3002,KYT ケイワイティ,KX-1 RACE GP CARBON GLOSSY ／E06-FIM［カーボングロス］ヘルメット,【カラー】<br />カーボングロス<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,120000,132000,2184,B23,78000
,Y6KX0001.7,26078845,3002,KYT ケイワイティ,KX-1 RACE GP CARBON GLOSSY ／E06-FIM［カーボングロス］ヘルメット,【カラー】<br />カーボングロス<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,120000,132000,2184,B23,78000
,Y6KX00W3.2,26078846,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN WHITE ／E06-FIM［プレーンホワイト］ヘルメット,【カラー】<br />プレーンホワイト<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
8990800028484,Y6KX00W3.3,26078847,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN WHITE ／E06-FIM［プレーンホワイト］ヘルメット,【カラー】<br />プレーンホワイト<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
8990800028514,Y6KX00W3.6,26078848,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN WHITE ／E06-FIM［プレーンホワイト］ヘルメット,【カラー】<br />プレーンホワイト<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
,Y6KX00W3.7,26078849,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN WHITE ／E06-FIM［プレーンホワイト］ヘルメット,【カラー】<br />プレーンホワイト<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
,Y6KX00W6.2,26078850,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN BLACK ／E06-FIM［プレーンブラック］ヘルメット,【カラー】<br />プレーンブラック<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
8990800028545,Y6KX00W6.3,26078851,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN BLACK ／E06-FIM［プレーンブラック］ヘルメット,【カラー】<br />プレーンブラック<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
8990800028576,Y6KX00W6.6,26078852,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN BLACK ／E06-FIM［プレーンブラック］ヘルメット,【カラー】<br />プレーンブラック<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
,Y6KX00W6.7,26078853,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN BLACK ／E06-FIM［プレーンブラック］ヘルメット,【カラー】<br />プレーンブラック<br /><br />【材質】<br />ファイバー<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
8020838372331,Y6KX00W1.2,26078854,3002,KYT ケイワイティ,KX-1 RACE GP PLAIN GRL GREY ／E06-FIM［プレーン GRL グレーグロス］ヘルメット,【カラー】<br />プレーン GRL グレーグロス<br /><br />【材質】<br />ポリカーボネイト<br /><br />【仕様：SPEC】<br />・Homologations：ECE 22-06 FIM<br />・Commercial Name：KYT KX-1 RACE GP<br />・Description：Full face helmet<br />・Materials shell：tricomposite(carbon． fiberglass． aramidic)<br />・Polystyrene：polystyrene in four sizes(S． M． L． XL)<br />・Visor：anti-scratch with uv 380 ray filters<br />・Antifog System：pinlock max vision 120(別売りオプション)<br />・Retention System：dd ring<br />・Approx． Weight：1400 gr ±50 in size M<br />・Nr．shell：3<br />・Nr．polystyrene：4<br /><br />【PSマークの種類】SG<br />【届け出事業者名】株式会社CORDA・MOTO<br />【登録検査機関名称】一般財団法人製品安全協会<br />,100000,110000,2184,B23,65000
